2025-03-14 17:30:22,705 - root - DEBUG - Starting run_tests.py script
2025-03-14 17:30:22,730 - root - DEBUG - Starting main with call flow: mib
2025-03-14 17:30:22,733 - root - INFO - DUT RAN 1 starting.
2025-03-14 17:30:22,735 - root - INFO - DUT RAN 2 starting.
2025-03-14 17:30:22,740 - root - INFO - UE 2 starting.
2025-03-14 17:30:22,741 - root - INFO - UE 1 starting.
2025-03-14 17:30:22,743 - root - INFO - UE 3 starting.
2025-03-14 17:30:22,744 - root - INFO - DUT RAN 1 connected by ('127.0.0.1', 55816)
2025-03-14 17:30:22,745 - root - INFO - DUT RAN 2 connected by ('127.0.0.1', 55817)
2025-03-14 17:30:22,746 - root - INFO - UE 4 starting.
2025-03-14 17:30:22,746 - root - INFO - UE 5 starting.
2025-03-14 17:30:22,787 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,328 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,328 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,369 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,369 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,369 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,369 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,410 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,410 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,411 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,411 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,451 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,451 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,452 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,452 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,491 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,492 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,492 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,493 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,533 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,533 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,534 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,534 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,574 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,575 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,575 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,576 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,616 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,616 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,617 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,617 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,658 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,659 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,659 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,659 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,700 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,700 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,700 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,700 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,742 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,742 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,742 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,742 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,784 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,784 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,784 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,785 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,825 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,826 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,826 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,826 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,867 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,867 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,867 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,867 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,908 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,909 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,909 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,909 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,949 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,950 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,950 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,950 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,991 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,991 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,991 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:25,992 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,032 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,032 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,033 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,033 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,074 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,075 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,076 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,076 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,117 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,117 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,118 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,119 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,158 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,158 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,159 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,160 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,199 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,199 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,200 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,201 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,240 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,240 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:26,242 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
